Drug Code,Ingredient,Company Name,Class,Descriptor,Current Status Flag,Status,Route of Admin
80098,LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80099,HOMOSALATE,BAYER INC,Human,,Y,MARKETED,TOPICAL
801,CYCLOSPORINE,ASPEN PHARMACARE CANADA INC.,Human,,Y,MARKETED,SUBCUTANEOUS
80100,HOMOSALATE,BAYER INC,Human,,Y,MARKETED,TOPICAL
80101,BROMPHENIRAMINE MALEATE,PHARMETICS (2011) INC,Human,,Y,MARKETED,ORAL
80102,DEXTROMETHORPHAN HYDROBROMIDE,PHARMETICS (2011) INC,Human,,Y,MARKETED,ORAL
80103,DEXTROMETHORPHAN HYDROBROMIDE,PHARMETICS (2011) INC,Human,,Y,MARKETED,ORAL
80104,TRICLOSAN,RUBBERMAID COMMERCIAL PRODUCTS LLC,Human,,Y,MARKETED,TOPICAL
80105,TRICLOSAN,RUBBERMAID COMMERCIAL PRODUCTS LLC,Human,,Y,MARKETED,TOPICAL
80107,MENTHOL,CHURCH & DWIGHT CANADA CORP,Human,,Y,MARKETED,TOPICAL
80108,DIRLOTAPIDE,ZOETIS CANADA INC,Veterinary,,Y,MARKETED,ORAL
80109,HOMOSALATE,BAYER INC,Human,,Y,MARKETED,TOPICAL
80116,BENZALKONIUM CHLORIDE,RUBBERMAID COMMERCIAL PRODUCTS LLC,Human,,Y,MARKETED,TOPICAL
80117,TOPIRAMATE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
80118,TOPIRAMATE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
80119,TOPIRAMATE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
80124,HOMOSALATE,BAYER INC,Human,LOTION,Y,MARKETED,TOPICAL
80128,HOMOSALATE,BAYER INC,Human,,Y,MARKETED,TOPICAL
80131,DIMETHICONE,COLOPLAST A/S,Human,,Y,MARKETED,TOPICAL
80135,OCTINOXATE,GALDERMA CANADA INC,Human,,Y,MARKETED,TOPICAL
80137,ALFUZOSIN HYDROCHLORIDE,APOTEX INC,Human,,Y,MARKETED,ORAL
80138,NILOTINIB (NILOTINIB HYDROCHLORIDE MONOHYDRATE),NOVARTIS PHARMACEUTICALS CANADA INC,Human,,Y,MARKETED,ORAL
80140,ANTAZOLINE PHOSPHATE,ALLERGAN INC,Human,,Y,MARKETED,OPHTHALMIC
80143,NAPHAZOLINE HYDROCHLORIDE,ALLERGAN INC,Human,,Y,MARKETED,OPHTHALMIC
80148,CETIRIZINE HYDROCHLORIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80149,CETIRIZINE HYDROCHLORIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80160,GONADORELIN (GONADORELIN ACETATE),INTERVET CANADA CORP,Veterinary,,Y,MARKETED,INTRAMUSCULAR
80161,QUETIAPINE (QUETIAPINE FUMARATE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80162,QUETIAPINE (QUETIAPINE FUMARATE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80164,QUETIAPINE (QUETIAPINE FUMARATE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80165,QUETIAPINE (QUETIAPINE FUMARATE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80166,EMODEPSIDE,BAYER INC.,Veterinary,,Y,MARKETED,TOPICAL
80167,EMODEPSIDE,BAYER INC.,Veterinary,,Y,MARKETED,TOPICAL
80168,EMODEPSIDE,BAYER INC.,Veterinary,,Y,MARKETED,TOPICAL
80175,HOMOSALATE,CLINIQUE LABORATORIES DIST,Human,,Y,MARKETED,TOPICAL
80181,DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE),SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,OPHTHALMIC
80190,IRBESARTAN,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80191,IRBESARTAN,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80192,IRBESARTAN,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80195,VALACYCLOVIR (VALACYCLOVIR HYDROCHLORIDE),LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
80197,PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
80198,HOMOSALATE,CLINIQUE LABORATORIES DIST,Human,,Y,MARKETED,TOPICAL
80199,HOMOSALATE,CLINIQUE LABORATORIES DIST,Human,,Y,MARKETED,TOPICAL
80201,SOTALOL HYDROCHLORIDE,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80202,SOTALOL HYDROCHLORIDE,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80216,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,SPARTAN CHEMICAL COMPANY INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80217,CALCIUM CHLORIDE,FRESENIUS MEDICAL CARE CANADA INC,Human,,Y,MARKETED,DIALYSIS
80218,CALCIUM CHLORIDE,FRESENIUS MEDICAL CARE CANADA INC,Human,,Y,MARKETED,DIALYSIS
80220,QUETIAPINE (QUETIAPINE FUMARATE),LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
80221,QUETIAPINE (QUETIAPINE FUMARATE),LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
80223,QUETIAPINE (QUETIAPINE FUMARATE),LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
80224,QUETIAPINE (QUETIAPINE FUMARATE),LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
80231,ITRACONAZOLE,ELANCO CANADA LIMITED,Veterinary,,Y,MARKETED,ORAL
80233,RISEDRONATE SODIUM (RISEDRONATE SODIUM HEMI-PENTAHYDRATE),ALLERGAN PHARMA CO.,Human,,Y,MARKETED,ORAL
80234,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80235,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80236,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80237,ROPINIROLE (ROPINIROLE HYDROCHLORIDE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80239,ACETYLSALICYLIC ACID,BAYER INC,Human,CAPLETS,Y,MARKETED,ORAL
80240,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),VETOQUINOL N A INC,Veterinary,,Y,MARKETED,ORAL
80241,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),VETOQUINOL N A INC,Veterinary,,Y,MARKETED,ORAL
80242,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),VETOQUINOL N A INC,Veterinary,,Y,MARKETED,ORAL
80244,GALANTAMINE (GALANTAMINE HYDROBROMIDE),PATRIOT A DIVISION OF JANSSEN INC,Human,,Y,MARKETED,ORAL
80245,GALANTAMINE (GALANTAMINE HYDROBROMIDE),PATRIOT A DIVISION OF JANSSEN INC,Human,,Y,MARKETED,ORAL
80246,GALANTAMINE (GALANTAMINE HYDROBROMIDE),PATRIOT A DIVISION OF JANSSEN INC,Human,,Y,MARKETED,ORAL
80247,RIVAROXABAN,BAYER INC,Human,,Y,MARKETED,ORAL
80251,TRENBOLONE ACETATE,INTERVET CANADA CORP,Veterinary,,Y,MARKETED,SUBCUTANEOUS
80254,OXYBENZONE,EDGEWELL PERSONAL CARE CANADA,Human,,Y,MARKETED,TOPICAL
80257,IRBESARTAN,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80258,IRBESARTAN,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80259,IRBESARTAN,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80270,ETHINYL ESTRADIOL,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80272,ETHINYL ESTRADIOL,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80273,CEFTIOFUR (CEFTIOFUR HYDROCHLORIDE),ZOETIS CANADA INC,Veterinary,,Y,MARKETED,SUBCUTANEOUS
80280,WHITE PETROLATUM,SANTE ANIMALE ANIVET INC,Veterinary,,Y,MARKETED,ORAL
80281,OCTINOXATE,VIVIER CANADA INCORPORATED,Human,,Y,MARKETED,TOPICAL
80286,IBUPROFEN,PHARMETICS (2011) INC,Human,,Y,MARKETED,ORAL
80287,QUETIAPINE (QUETIAPINE FUMARATE),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80288,QUETIAPINE (QUETIAPINE FUMARATE),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80289,QUETIAPINE (QUETIAPINE FUMARATE),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80290,QUETIAPINE (QUETIAPINE FUMARATE),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80295,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
80296,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
80297,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
80302,OCTISALATE,JOHNSON & JOHNSON INC,Human,,Y,MARKETED,TOPICAL
80304,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,MICRO-SCIENTIFIC,Disinfectant,SOLUTION,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
80308,SILDENAFIL (SILDENAFIL CITRATE),PHARMASCIENCE INC,Human,DIAMOND-SHAPED TABLETS,Y,MARKETED,ORAL
80309,OCTINOXATE,MERLE NORMAN COSMETICS INC,Human,,Y,MARKETED,TOPICAL
80310,SILDENAFIL (SILDENAFIL CITRATE),PHARMASCIENCE INC,Human,DIAMOND-SHAPED TABLETS,Y,MARKETED,ORAL
80311,SILDENAFIL (SILDENAFIL CITRATE),PHARMASCIENCE INC,Human,DIAMOND-SHAPED TABLETS,Y,MARKETED,ORAL
80312,OCTINOXATE,MERLE NORMAN COSMETICS INC,Human,,Y,MARKETED,TOPICAL
80313,OCTINOXATE,MERLE NORMAN COSMETICS INC,Human,,Y,MARKETED,TOPICAL
80314,OCTINOXATE,MERLE NORMAN COSMETICS INC,Human,,Y,MARKETED,TOPICAL
80315,OCTINOXATE,MERLE NORMAN COSMETICS INC,Human,,Y,MARKETED,TOPICAL
80317,POLYMYXIN B SULFATE,TARO PHARMACEUTICALS INC,Human,,Y,MARKETED,TOPICAL
80321,POLYETHYLENE GLYCOL 3350,PENDOPHARM DIVISION OF PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80322,LENALIDOMIDE,CELGENE INC,Human,,Y,MARKETED,ORAL
80324,LENALIDOMIDE,CELGENE INC,Human,,Y,MARKETED,ORAL
80328,OXYBENZONE,EDGEWELL PERSONAL CARE CANADA,Human,,Y,MARKETED,TOPICAL
80332,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80333,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80335,LIDOCAINE HYDROCHLORIDE,PHARMETICS (2011) INC,Human,,Y,MARKETED,TOPICAL
80336,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,GERMIPHENE CORPORATION,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
80341,QUETIAPINE (QUETIAPINE FUMARATE),SIVEM PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
80342,QUETIAPINE (QUETIAPINE FUMARATE),SIVEM PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
80344,QUETIAPINE (QUETIAPINE FUMARATE),SIVEM PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
80345,QUETIAPINE (QUETIAPINE FUMARATE),SIVEM PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
80347,CITRIC ACID,ODAN LABORATORIES LTD,Human,,Y,MARKETED,ORAL
80350,OXYBENZONE,EDGEWELL PERSONAL CARE CANADA,Human,,Y,MARKETED,TOPICAL
80351,TRAVOPROST,NOVARTIS PHARMACEUTICALS CANADA INC,Human,,Y,MARKETED,OPHTHALMIC
80353,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
80354,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
80355,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
80356,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
80357,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
80358,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
80359,ATOMOXETINE (ATOMOXETINE HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
80363,ROCURONIUM BROMIDE,PFIZER CANADA INC,Human,,Y,MARKETED,INTRAVENOUS
80364,TETRACAINE HYDROCHLORIDE,AMD MEDICOM INC,Human,,Y,MARKETED,TOPICAL
80366,POLYETHYLENE GLYCOL 3350,BAYER INC,Human,,Y,MARKETED,ORAL
80368,ESCITALOPRAM (ESCITALOPRAM OXALATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80371,ESCITALOPRAM (ESCITALOPRAM OXALATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80376,INTERFERON BETA-1A,EMD SERONO A DIVISION OF EMD INC CANADA,Human,PRE-FILLED CARTRIDGE (MULTIDOSE),Y,MARKETED,SUBCUTANEOUS
80377,INTERFERON BETA-1A,EMD SERONO A DIVISION OF EMD INC CANADA,Human,PRE-FILLED CARTRIDGE (MULTIDOSE),Y,MARKETED,SUBCUTANEOUS
80379,BENZALKONIUM CHLORIDE,AVMOR LTD,Human,,Y,MARKETED,TOPICAL
80386,ACETIC ACID,MEDIVATORS INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Medical Instruments)
80388,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,WEST PENETONE INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80390,ROCURONIUM BROMIDE,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,INTRAVENOUS
80391,ZINC ACETATE,CRLS,Human,,Y,MARKETED,TOPICAL
80396,PYRITHIONE ZINC,BELVEDERE INTERNATIONAL INC.,Human,,Y,MARKETED,TOPICAL
80397,MENTHOL,SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC,Human,,Y,MARKETED,TOPICAL
80406,DIMETHYLBENZYL AMMONIUM CHLORIDE,PRODUITS SANITECH,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80408,NEVIRAPINE,AUROBINDO PHARMA LIMITED (UNIT III),Human,,Y,MARKETED,ORAL
80414,OLMESARTAN MEDOXOMIL,MERCK CANADA INC,Human,,Y,MARKETED,ORAL
80415,OLMESARTAN MEDOXOMIL,MERCK CANADA INC,Human,,Y,MARKETED,ORAL
80417,PANTOPRAZOLE (PANTOPRAZOLE SODIUM),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
80418,HYDROCHLOROTHIAZIDE,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Human,,Y,MARKETED,ORAL
8042,GEMCITABINE (GEMCITABINE HYDROCHLORIDE),ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
80420,BENZALKONIUM CHLORIDE,AVMOR LTD,Human,,Y,MARKETED,TOPICAL (HOUSEHOLD)
80421,TRICLOSAN,AVMOR LTD,Human,,Y,MARKETED,TOPICAL (HOUSEHOLD)
80422,GEMCITABINE (GEMCITABINE HYDROCHLORIDE),HOSPIRA HEALTHCARE CORPORATION,Human, USP,Y,MARKETED,INTRAVENOUS
80426,PYRITHIONE ZINC,VALEANT CANADA LP/VALEANT CANADA S.E.C.,Human,,Y,MARKETED,TOPICAL
80435,DROMETRIZOLE TRISILOXANE,VICHY CANADA,Human,,Y,MARKETED,TOPICAL
80438,ENZACAMENE,TYLSTIN MEDICAL,Human,,Y,MARKETED,TOPICAL
8044,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Disinfectant,,Y,MARKETED,ORAL
80441,OCTANOIC ACID,ECOLAB CO,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80442,BENZALKONIUM CHLORIDE,JOHNSON & JOHNSON INC,Human,,Y,MARKETED,TOPICAL
80443,OCTINOXATE,TYLSTIN MEDICAL,Human,,Y,MARKETED,TOPICAL
80448,MELOXICAM,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Veterinary,CHEWABLE TABLETS FOR DOGS,Y,MARKETED,ORAL
80449,MELOXICAM,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Veterinary,CHEWABLE TABLETS FOR DOGS,Y,MARKETED,ORAL
8045,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,ALEXION PHARMA GMBH,Disinfectant,,Y,MARKETED,TOPICAL
80450,CALCIPOTRIOL (CALCIPOTRIOL MONOHYDRATE),LEO PHARMA INC,Human,AVAILABLE IN CARTRIDGE WITH APPLICATOR,Y,MARKETED,TOPICAL
80452,CEFEPIME (CEFEPIME HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,INTRAVENOUS
80454,GABAPENTIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
80455,GABAPENTIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
80456,GABAPENTIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
80458,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,MICRO-SCIENTIFIC,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
80459,TRICLOSAN,RUBBERMAID COMMERCIAL PRODUCTS LLC,Human,,Y,MARKETED,TOPICAL
8046,DEXTROMETHORPHAN HYDROBROMIDE,SANIS HEALTH INC,Disinfectant,,Y,MARKETED,ORAL
80461,TRICLOSAN,AVMOR LTD,Human,,Y,MARKETED,TOPICAL
80463,HYDROGEN PEROXIDE,VIROX TECHNOLOGIES INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80464,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,EQUIPEMENT SANITAIRE CHERBOURG 1977 INC.,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80465,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,AVMOR LTD,Disinfectant, DEGREASER,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80467,DEXTROMETHORPHAN HYDROBROMIDE,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Human,,Y,MARKETED,ORAL
80468,TAMSULOSIN HYDROCHLORIDE,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,ORAL
80475,TOLNAFTATE,BAYER INC,Human,,Y,MARKETED,TOPICAL
80477,BISACODYL,TANTA PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
80479,TOLNAFTATE,BAYER INC,Human,,Y,MARKETED,TOPICAL
8048,C1 Esterase Inhibitor (Human),VIROPHARMA BIOLOGICS INC,Veterinary,,Y,MARKETED,INTRAVENOUS
80481,SODIUM HYPOCHLORITE,LALEMA INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80489,HYDROMORPHONE HYDROCHLORIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80490,HYDROMORPHONE HYDROCHLORIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80491,HYDROMORPHONE HYDROCHLORIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80492,HYDROMORPHONE HYDROCHLORIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80493,DOXAPRAM HYDROCHLORIDE,MODERN VETERINARY THERAPEUTICS LLC,Veterinary,,Y,MARKETED,SUBLINGUAL
80494,SODIUM HYPOCHLORITE,THE CLOROX COMPANY OF CANADA LTD,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80496,BENZALKONIUM CHLORIDE,THE CLOROX COMPANY OF CANADA LTD,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80497,SODIUM HYPOCHLORITE,THE CLOROX COMPANY OF CANADA LTD,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80498,SILDENAFIL (SILDENAFIL CITRATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80508,OLMESARTAN MEDOXOMIL,MERCK CANADA INC,Human,,Y,MARKETED,ORAL
80509,OLMESARTAN MEDOXOMIL,MERCK CANADA INC,Human,,Y,MARKETED,ORAL
80510,OLMESARTAN MEDOXOMIL,MERCK CANADA INC,Human,,Y,MARKETED,ORAL
80521,BENZALKONIUM CHLORIDE,HACCO,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80530,BENZOYL PEROXIDE,OBAGI MEDICAL PRODUCTS A DIV OF VALEANT PHARMACEUTICALS NORTH AMERICA LLC,Human,,Y,MARKETED,TOPICAL
80532,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,SUPERIEURES SOLUTIONS LTEE,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
80534,CALCIUM CARBONATE,PHARMETICS (2011) INC,Human,,Y,MARKETED,ORAL
80536,CLADRIBINE,FRESENIUS KABI CANADA LTD,Human,,Y,MARKETED,INTRAVENOUS
80537,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
80539,HOMOSALATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
8054,IMIPENEM,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80540,ACETAMINOPHEN,TEVA CANADA LIMITED, SALICYLATES,02319942,Y,MARKETED,ORAL
80542,OXYCODONE HYDROCHLORIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80543,OXYCODONE HYDROCHLORIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80544,OXYCODONE HYDROCHLORIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80549,METHOTREXATE (METHOTREXATE SODIUM),MEDEXUS INC,Human,,Y,MARKETED,INTRAVENOUS
80550,METHOTREXATE (METHOTREXATE SODIUM),MEDEXUS INC,Human,,Y,MARKETED,INTRAVENOUS
80551,METHOTREXATE (METHOTREXATE SODIUM),MEDEXUS INC,Human,,Y,MARKETED,INTRAVENOUS
80558,TERBINAFINE (TERBINAFINE HYDROCHLORIDE),AURO PHARMA INC,Human,,Y,MARKETED,ORAL
80559,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,ANDERSON CHEMICAL COMPANY,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
80560,PACLITAXEL,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,INTRAVENOUS
80561,FINASTERIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80562,TELMISARTAN,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80563,TELMISARTAN,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80564,DASATINIB (DASATINIB MONOHYDRATE),BRISTOL-MYERS SQUIBB CANADA,Human,FILM-COATED,Y,MARKETED,ORAL
80569,BENZALKONIUM CHLORIDE,KRUGER PRODUCTS L.P.,Human,,Y,MARKETED,TOPICAL
80575,METHYLPHENIDATE HYDROCHLORIDE,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,ORAL
80576,PYRITHIONE ZINC,SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC,Human,,Y,MARKETED,TOPICAL
80581,CARBOPLATIN,ACCORD HEALTHCARE INC,Human,,Y,MARKETED,INTRAVENOUS
80582,MORPHINE SULFATE,ETHYPHARM INC,Human,,Y,MARKETED,ORAL
80584,MORPHINE SULFATE,ETHYPHARM INC,Human,,Y,MARKETED,ORAL
80585,MORPHINE SULFATE,ETHYPHARM INC,Human,,Y,MARKETED,ORAL
80586,MORPHINE SULFATE,ETHYPHARM INC,Human,,Y,MARKETED,ORAL
80588,RABEPRAZOLE SODIUM,DOMINION PHARMACAL,Human,,Y,MARKETED,ORAL
80594,DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE),TEVA CANADA LIMITED,Human,,Y,MARKETED,OPHTHALMIC
80596,PNEUMOCOCCAL POLYSACCHARIDE SEROTYPE 23F CONJUGATED TO PROTEIN D CARRIER PROTEIN,GLAXOSMITHKLINE INC,Human,,Y,MARKETED,INTRAMUSCULAR
8060,USTEKINUMAB,JAMP PHARMA CORPORATION,Human,,Y,MARKETED,ORAL
80604,MYCOPHENOLATE MOFETIL,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,ORAL
80605,CARPROFEN,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
80606,CARPROFEN,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
80607,CARPROFEN,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
80608,USTEKINUMAB,JANSSEN INC,Human,,Y,MARKETED,SUBCUTANEOUS
80609,USTEKINUMAB,JANSSEN INC,Human,,Y,MARKETED,SUBCUTANEOUS
80614,ANASTROZOLE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80619,DIPHENHYDRAMINE HYDROCHLORIDE,ACCUDIAL PHARMACEUTICAL INC,Human,,Y,MARKETED,ORAL
80620,WHITE PETROLATUM,BELVEDERE INTERNATIONAL INC.,Human,,Y,MARKETED,TOPICAL
80624,SULFADIAZINE,NEOGEN CORPORATION,Veterinary,,Y,MARKETED,ORAL
80626,OMEPRAZOLE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
80630,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,LEYSONS CHEMICAL PRODUCTS,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
80632,MEMANTINE HYDROCHLORIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
80634,LOTEPREDNOL ETABONATE,BAUSCH & LOMB INC,Human,,Y,MARKETED,OPHTHALMIC
80636,MENTHOL,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Human,,Y,MARKETED,ORAL
80637,DEXTROMETHORPHAN HYDROBROMIDE,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Human,,Y,MARKETED,ORAL
80645,BENZALKONIUM CHLORIDE,CANBERRA CORPORATION,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
