Drug,Status,Phase
Tesamorelin,Approved,NA
Brentuximab vedotin,Approved,NA
Brentuximab vedotin,Approved,NA
Eribulin,Approved,NA
Eribulin,Approved,NA
gabapentin enacarbil,Approved,NA
gabapentin enacarbil,Approved,NA
Boceprevir,Approved,NA
Fidaxomicin,Approved,NA
Fidaxomicin,Approved,NA
Fidaxomicin,Approved,NA
Cabozantinib,Approved,NA
Cabozantinib,Approved,NA
Ruxolitinib,Approved,NA
Ruxolitinib,Approved,NA
Belimumab,Approved,NA
Teriflunomide,Approved,NA
Teriflunomide,Approved,NA
Teriflunomide,Approved,NA
Linagliptin,Approved,NA
Aflibercept,Approved,NA
Aflibercept,Approved,NA
Aflibercept,Approved,NA
Aflibercept,Approved,NA
Aflibercept,Approved,NA
Icosapent ethyl,Approved,NA
Ocriplasmin,Approved,NA
Carfilzomib,Approved,NA
Linaclotide,Approved,NA
Linaclotide,Approved,NA
Linaclotide,Approved,NA
Mirabegron,Approved,NA
Peginesatide,Approved,NA
Tofacitinib,Approved,NA
Regorafenib,Approved,NA
Regorafenib,Approved,NA
Aclidinium,Approved,NA
Enzalutamide,Approved,NA
Teduglutide,Approved,NA
Ponatinib,Approved,NA
Ponatinib,Approved,NA
Raxibacumab,Approved,NA
Bedaquiline,Approved,NA
Bedaquiline,Approved,NA
Certolizumab pegol,Approved,NA
Certolizumab pegol,Approved,NA
Certolizumab pegol,Approved,NA
Certolizumab pegol,Approved,NA
Formestane,Approved,NA
Fluticasone furoate,Approved,NA
Fluticasone furoate,Approved,NA
Canagliflozin,Approved,NA
Dimethyl fumarate,Approved,NA
Glycerol Phenylbutyrate,Approved,NA
Pomalidomide,Approved,NA
Trametinib,Approved,NA
Dabrafenib,Approved,NA
Radium Ra 223 Dichloride,Approved,NA
Afatinib,Approved,NA
Ferric Carboxymaltose,Approved,NA
Levomilnacipran,Approved,NA
Perospirone,Approved,NA
Epoetin Zeta,Approved,NA
Dolutegravir,Approved,NA
Riociguat,Approved,NA
Riociguat,Approved,NA
Macitentan,Approved,NA
Luliconazole,Approved,NA
Luliconazole,Approved,NA
Luliconazole,Approved,NA
Sofosbuvir,Approved,NA
Obinutuzumab,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Chlorcyclizine,Approved,NA
Isoxsuprine,Approved,NA
Isoxsuprine,Approved,NA
Isoxsuprine,Approved,NA
Floctafenine,Approved,NA
Etofenamate,Approved,NA
Enviomycin,Approved,NA
Demexiptiline,Approved,NA
Captodiame,Approved,NA
Butriptyline,Approved,NA
Bisacodyl,Approved,NA
Bisacodyl,Approved,NA
Aliskiren,Approved,NA
Ledipasvir,Approved,NA
Secukinumab,Approved,NA
Vorapaxar,Approved,NA
Miltefosine,Approved,NA
Miltefosine,Approved,NA
Miltefosine,Approved,NA
Vedolizumab,Approved,NA
Vedolizumab,Approved,NA
Suvorexant,Approved,NA
Nivolumab,Approved,NA
Nivolumab,Approved,NA
Nivolumab,Approved,NA
Nivolumab,Approved,NA
Siltuximab,Approved,NA
Pembrolizumab,Approved,NA
Pembrolizumab,Approved,NA
Empagliflozin,Approved,NA
Eliglustat,Approved,NA
Efinaconazole,Approved,NA
Efinaconazole,Approved,NA
Efinaconazole,Approved,NA
Tavaborole,Approved,NA
Tavaborole,Approved,NA
Tavaborole,Approved,NA
Tedizolid Phosphate,Approved,NA
Tedizolid Phosphate,Approved,NA
Tedizolid Phosphate,Approved,NA
Albiglutide,Approved,NA
Dulaglutide,Approved,NA
Metreleptin,Approved,NA
Metreleptin,Approved,NA
Metreleptin,Approved,NA
Finafloxacin,Approved,NA
Netupitant,Approved,NA
Naloxegol,Approved,NA
Ceftolozane,Approved,NA
Ceftolozane,Approved,NA
Elosulfase alfa,Approved,NA
Blinatumomab,Approved,NA
Ibrutinib,Approved,NA
Ibrutinib,Approved,NA
Ibrutinib,Approved,NA
Idelalisib,Approved,NA
Idelalisib,Approved,NA
Idelalisib,Approved,NA
Avibactam,Approved,NA
Avibactam,Approved,NA
Cobicistat,Approved,NA
Vortioxetine,Approved,NA
Tasimelteon,Approved,NA
Sodium oxybate,Approved,NA
Sodium oxybate,Approved,NA
Palbociclib,Approved,NA
Olaparib,Approved,NA
Olaparib,Approved,NA
Olaparib,Approved,NA
Edoxaban,Approved,NA
Edoxaban,Approved,NA
Umeclidinium,Approved,NA
Dinutuximab,Approved,NA
Lenvatinib,Approved,NA
Lenvatinib,Approved,NA
Nintedanib,Approved,NA
Nintedanib,Approved,NA
Olodaterol,Approved,NA
Idebenone,Approved,NA
Vilanterol,Approved,NA
Vilanterol,Approved,NA
Vilanterol,Approved,NA
Vilanterol,Approved,NA
Ivabradine,Approved,NA
Benzydamine,Approved,NA
Tetracaine,Approved,NA
Tetracaine,Approved,NA
Potassium alum,Approved,NA
Potassium alum,Approved,NA
Potassium alum,Approved,NA
Potassium alum,Approved,NA
Chlortetracycline,Approved,NA
Chlortetracycline,Approved,NA
Benzoyl peroxide,Approved,NA
Benzoyl peroxide,Approved,NA
Benzoyl peroxide,Approved,NA
Benzoyl peroxide,Approved,NA
Benzoyl peroxide,Approved,NA
Benzoyl peroxide,Approved,NA
Benzoyl peroxide,Approved,NA
Elvitegravir,Approved,NA
Daclatasvir,Approved,NA
Magnesium hydroxide,Approved,NA
Magnesium hydroxide,Approved,NA
Magnesium hydroxide,Approved,NA
Magnesium hydroxide,Approved,NA
Magnesium hydroxide,Approved,NA
Magnesium hydroxide,Approved,NA
Asfotase Alfa,Approved,NA
Methoxy polyethylene glycol-epoetin beta,Approved,NA
Turoctocog alfa,Approved,NA
Mesna,Approved,NA
Sodium Nitrite,Approved,NA
Poractant alfa,Approved,NA
Colfosceril palmitate,Approved,NA
Diiodohydroxyquinoline,Approved,NA
Stiripentol,Approved,NA
Stiripentol,Approved,NA
Peginterferon beta-1a,Approved,NA
Potassium Citrate,Approved,NA
Potassium Citrate,Approved,NA
Potassium Citrate,Approved,NA
Potassium Citrate,Approved,NA
Potassium Citrate,Approved,NA
Disodium phosphate,Approved,NA
Brexpiprazole,Approved,NA
Brexpiprazole,Approved,NA
Protamine sulfate,Approved,NA
Sonidegib,Approved,NA
Uridine triacetate,Approved,NA
Uridine triacetate,Approved,NA
Sucroferric Oxyhydroxide,Approved,NA
Nitrogen,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Sodium Citrate,Approved,NA
Ferric Citrate,Approved,NA
Etizolam,Approved,NA
Dosulepin,Approved,NA
Dasabuvir,Approved,NA
Viloxazine,Approved,NA
Lobeglitazone,Approved,NA
Moxisylyte,Approved,NA
Moxisylyte,Approved,NA
Loxoprofen,Approved,NA
Dexibuprofen,Approved,NA
Dexibuprofen,Approved,NA
Dexibuprofen,Approved,NA
Dexibuprofen,Approved,NA
Dexibuprofen,Approved,NA
Dexibuprofen,Approved,NA
Polaprezinc,Approved,NA
Blonanserin,Approved,NA
Conestat alfa,Approved,NA
Aranidipine,Approved,NA
Azelnidipine,Approved,NA
Efonidipine,Approved,NA
Pirlindole,Approved,NA
Toloxatone,Approved,NA
Tegafur,Approved,NA
Gimeracil,Approved,NA
Bemiparin,Approved,NA
Bemiparin,Approved,NA
Imidafenacin,Approved,NA
Patiromer,Approved,NA
Idarucizumab,Approved,NA
Lixisenatide,Approved,NA
Strontium ranelate,Approved,NA
Phenylacetic acid,Approved,NA
Eluxadoline,Approved,NA
Eluxadoline,Approved,NA
Artesunate,Approved,NA
Sodium aurothiomalate,Approved,NA
Fimasartan,Approved,NA
Magnesium Trisilicate,Approved,NA
Magnesium Trisilicate,Approved,NA
Magnesium Trisilicate,Approved,NA
Magnesium Trisilicate,Approved,NA
Polyethylene glycol,Approved,NA
Polyethylene glycol,Approved,NA
Polyethylene glycol,Approved,NA
Polyethylene glycol,Approved,NA
Ramosetron,Approved,NA
Ramosetron,Approved,NA
Rolapitant,Approved,NA
Sacubitril,Approved,NA
Sodium Iodide I-131,Approved,NA
Ombitasvir,Approved,NA
Paritaprevir,Approved,NA
Tenofovir alafenamide,Approved,NA
Scopolamine butylbromide,Approved,NA
Alirocumab,Approved,NA
Alirocumab,Approved,NA
Alirocumab,Approved,NA
Alirocumab,Approved,NA
Evolocumab,Approved,NA
Evolocumab,Approved,NA
Evolocumab,Approved,NA
Evolocumab,Approved,NA
Coagulation Factor XIII A-Subunit (Recombinant),Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Procaine benzylpenicillin,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc oxide,Approved,NA
Zinc sulfate,Approved,NA
Zinc sulfate,Approved,NA
Benzathine benzylpenicillin,Approved,NA
Benzathine benzylpenicillin,Approved,NA
Benzathine benzylpenicillin,Approved,NA
Benzathine benzylpenicillin,Approved,NA
Benzathine benzylpenicillin,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sulbactam,Approved,NA
Sodium fluoride,Approved,NA
Osimertinib,Approved,NA
Daratumumab,Approved,NA
Kappadione,Approved,NA
Tipiracil,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Pramocaine,Approved,NA
Piperonyl butoxide,Approved,NA
Piperonyl butoxide,Approved,NA
Piperonyl butoxide,Approved,NA
Levobetaxolol,Approved,NA
Levobetaxolol,Approved,NA
Hydroxyamphetamine hydrobromide,Approved,NA
Sulfur,Approved,NA
Sulfur,Approved,NA
Sulfur,Approved,NA
Sulfur,Approved,NA
Sulfur,Approved,NA
Sulfur,Approved,NA
Sulfur,Approved,NA
Dexpanthenol,Approved,NA
Dexpanthenol,Approved,NA
Dexpanthenol,Approved,NA
Dexpanthenol,Approved,NA
Dexpanthenol,Approved,NA
Dexpanthenol,Approved,NA
Dexpanthenol,Approved,NA
Norgestrel,Approved,NA
Norgestrel,Approved,NA
Propoxyphene napsylate,Approved,NA
Magnesium chloride,Approved,NA
Sodium phosphate,Approved,NA
Glycerin,Approved,NA
"Sodium phosphate, dibasic, heptahydrate",Approved,NA
"Sodium phosphate, monobasic, anhydrous",Approved,NA
Sodium sulfate,Approved,NA
Enalaprilat,Approved,NA
Enalaprilat,Approved,NA
Enalaprilat,Approved,NA
Magnesium carbonate,Approved,NA
Magnesium carbonate,Approved,NA
Magnesium carbonate,Approved,NA
Magnesium carbonate,Approved,NA
Magnesium carbonate,Approved,NA
Magnesium carbonate,Approved,NA
Magnesium carbonate,Approved,NA
Cysteine hydrochloride,Approved,NA
Cysteine hydrochloride,Approved,NA
Cysteine hydrochloride,Approved,NA
Cysteine hydrochloride,Approved,NA
Cysteine hydrochloride,Approved,NA
Acrivastine,Approved,NA
Acrivastine,Approved,NA
Acrivastine,Approved,NA
Acrivastine,Approved,NA
Acrivastine,Approved,NA
Acrivastine,Approved,NA
Acrivastine,Approved,NA
Acrivastine,Approved,NA
Octinoxate,Approved,NA
Octinoxate,Approved,NA
Sodium thiosulfate,Approved,NA
Simethicone,Approved,NA
Sodium ferric gluconate complex,Approved,NA
Sodium ferric gluconate complex,Approved,NA
"Sodium phosphate, monobasic, monohydrate",Approved,NA
"Sodium phosphate, monobasic, monohydrate",Approved,NA
"Sodium phosphate, monobasic, monohydrate",Approved,NA
"Sodium phosphate, monobasic, monohydrate",Approved,NA
Hydroquinone,Approved,NA
Hydroquinone,Approved,NA
Hydroquinone,Approved,NA
Methyl salicylate,Approved,NA
Methyl salicylate,Approved,NA
Methyl salicylate,Approved,NA
Thonzonium bromide,Approved,NA
Dexchlorpheniramine maleate,Approved,NA
Dexchlorpheniramine maleate,Approved,NA
Dexchlorpheniramine maleate,Approved,NA
Dexchlorpheniramine maleate,Approved,NA
Dexchlorpheniramine maleate,Approved,NA
Dexchlorpheniramine maleate,Approved,NA
Dexchlorpheniramine maleate,Approved,NA
Necitumumab,Approved,NA
Filgrastim-sndz,Approved,NA
Filgrastim-sndz,Approved,NA
Filgrastim-sndz,Approved,NA
Filgrastim-sndz,Approved,NA
Insulin Degludec,Approved,NA
Omega-3-carboxylic acids,Approved,NA
Ixazomib,Approved,NA
Levomethamphetamine,Approved,NA
Histamine,Approved,NA
Selexipag,Approved,NA
Alectinib,Approved,NA
Senna glycoside,Approved,NA
Lesinurad,Approved,NA
Sebelipase alfa,Approved,NA
Ixekizumab,Approved,NA
Elbasvir,Approved,NA
Grazoprevir,Approved,NA
Venetoclax,Approved,NA
Thiocolchicoside,Approved,NA
Bilastine,Approved,NA
Bilastine,Approved,NA
Atezolizumab,Approved,NA
Levoleucovorin,Approved,NA
Levoleucovorin,Approved,NA
Levoleucovorin,Approved,NA
Levoleucovorin,Approved,NA
Levoleucovorin,Approved,NA
Susoctocog alfa,Approved,NA
Eftrenonacog alfa,Approved,NA
Buprenorphine,Terminated,Phase 2
Buprenorphine,Terminated,Phase 2
Dextroamphetamine,Terminated,Phase 1
Buprenorphine,Terminated,Phase 2
Buprenorphine,Terminated,Phase 2
Methotrexate,Terminated,Phase 3
Glycine,Withdrawn,Phase 3
Cycloserine,Withdrawn,Phase 3
Clozapine,Withdrawn,Phase 3
Alendronic acid,Terminated,Phase 3
Alendronic acid,Terminated,Phase 3
Zidovudine,Withdrawn,Phase 1
Foscarnet,Withdrawn,Phase 2
Trimethoprim,Terminated,Phase 3
Pentamidine,Terminated,Phase 3
Prednisolone,Terminated,Phase 3
Methylprednisolone,Terminated,Phase 3
Sulfamethoxazole,Terminated,Phase 3
Trimetrexate,Terminated,Phase 3
Levoleucovorin,Terminated,Phase 3
Vitamin E,Terminated,Phase 2
Vitamin E,Terminated,Phase 2
Vitamin E,Terminated,Phase 2
Vitamin E,Terminated,Phase 2
Foscarnet,Withdrawn,Phase 1
Ganciclovir,Withdrawn,Phase 1
Pseudoephedrine,Withdrawn,Phase 2
Cefuroxime,Withdrawn,Phase 2
Ephedrine,Withdrawn,Phase 2
Prednisolone,Withdrawn,Phase 3
Methylprednisolone,Withdrawn,Phase 3
Cidofovir,Withdrawn,Phase 1
Cidofovir,Withdrawn,Phase 1
Calcitriol,Terminated,Phase 2
Daclizumab,Terminated,Phase 2
Daclizumab,Terminated,Phase 2
Cyclosporine,Terminated,Phase 3
Methotrexate,Terminated,Phase 3
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Pegfilgrastim,Terminated,Phase 1/Phase 2
Oprelvekin,Terminated,Phase 1/Phase 2
Rituximab,Terminated,Phase 1/Phase 2
Cisplatin,Terminated,Phase 2
Docetaxel,Terminated,Phase 2
Metronidazole,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Nitric Oxide,Terminated,Phase 3
Nitric Oxide,Terminated,Phase 3
Betamethasone,Terminated,Phase 3
Trastuzumab,Terminated,Phase 3
Dexrazoxane,Terminated,Phase 3
Cyclophosphamide,Terminated,Phase 3
Tamoxifen,Terminated,Phase 3
Doxorubicin,Terminated,Phase 3
Paclitaxel,Terminated,Phase 3
Trastuzumab,Terminated,Phase 3
Dexrazoxane,Terminated,Phase 3
Cyclophosphamide,Terminated,Phase 3
Tamoxifen,Terminated,Phase 3
Doxorubicin,Terminated,Phase 3
Paclitaxel,Terminated,Phase 3
Vincristine,Withdrawn,Phase 3
Daunorubicin,Withdrawn,Phase 3
Hydrocortisone,Withdrawn,Phase 3
Cytarabine,Withdrawn,Phase 3
Doxorubicin,Withdrawn,Phase 2
Ifosfamide,Withdrawn,Phase 2
Doxorubicin,Withdrawn,Phase 2
Ifosfamide,Withdrawn,Phase 2
Doxorubicin,Withdrawn,Phase 2
Ifosfamide,Withdrawn,Phase 2
Doxorubicin,Withdrawn,Phase 2
Ifosfamide,Withdrawn,Phase 2
Doxorubicin,Withdrawn,Phase 2
Ifosfamide,Withdrawn,Phase 2
Temozolomide,Terminated,Phase 3
Imatinib,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Dexrazoxane,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Alendronic acid,Terminated,Phase 2
Ketoconazole,Terminated,Phase 2
Alendronic acid,Terminated,Phase 2
Ketoconazole,Terminated,Phase 2
Alendronic acid,Terminated,Phase 2
Ketoconazole,Terminated,Phase 2
Paclitaxel,Terminated,Phase 1
Gemcitabine,Terminated,Phase 2
Paclitaxel,Terminated,Phase 2
Gemcitabine,Terminated,Phase 2
Paclitaxel,Terminated,Phase 2
Imatinib,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Amifostine,Terminated,Phase 2
Amifostine,Terminated,Phase 2
Carboplatin,Terminated,Phase 1
Celecoxib,Withdrawn,Phase 2/Phase 3
Doxorubicin,Terminated,Phase 1
Homoharringtonine,Withdrawn,Phase 1/Phase 2
Metronidazole,Terminated,Phase 1
Pentostatin,Terminated,Phase 1/Phase 2
Nicotine,Terminated,Phase 3
Bupropion,Terminated,Phase 3
Sertraline,Terminated,Phase 3
Methylphenidate,Terminated,Phase 3
Methylphenidate,Terminated,Phase 3
Cisplatin,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Lomustine,Terminated,Phase 2
Cisplatin,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Lomustine,Terminated,Phase 2
Cisplatin,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Lomustine,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gefitinib,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Celecoxib,Terminated,Phase 2
Eflornithine,Terminated,Phase 2
Celecoxib,Terminated,Phase 2
Eflornithine,Terminated,Phase 2
Dexrazoxane,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Celecoxib,Terminated,Phase 2
Celecoxib,Terminated,Phase 2
Abatacept,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Pegfilgrastim,Terminated,Phase 2
Pegfilgrastim,Terminated,Phase 2
Trastuzumab,Terminated,Phase 1
Oprelvekin,Terminated,Phase 1
Oprelvekin,Terminated,Phase 1
Isotretinoin,Terminated,Phase 2
Isotretinoin,Terminated,Phase 2
Isotretinoin,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Carboplatin,Terminated,Phase 3
Paclitaxel,Terminated,Phase 3
Carboplatin,Terminated,Phase 3
Paclitaxel,Terminated,Phase 3
Vinorelbine,Terminated,Phase 3
Vinblastine,Terminated,Phase 3
Vinorelbine,Terminated,Phase 3
Vinblastine,Terminated,Phase 3
Docetaxel,Withdrawn,Phase 3
Docetaxel,Withdrawn,Phase 3
Docetaxel,Withdrawn,Phase 3
Docetaxel,Withdrawn,Phase 3
Nitric Oxide,Terminated,Phase 1/Phase 2
Nitric Oxide,Terminated,Phase 1/Phase 2
Cyclophosphamide,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Nitric Oxide,Terminated,Phase 3
Cisplatin,Terminated,Phase 2
Etoposide,Terminated,Phase 2
Fluorouracil,Terminated,Phase 1
Bortezomib,Terminated,Phase 2
Bortezomib,Terminated,Phase 2
Micafungin,Terminated,Phase 2
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Decitabine,Terminated,Phase 1
Alemtuzumab,Terminated,Phase 1/Phase 2
Erlotinib,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Micafungin,Terminated,Phase 3
Verteporfin,Terminated,Phase 3
Bevacizumab,Terminated,Phase 1
Docetaxel,Terminated,Phase 1
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Gefitinib,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Levoleucovorin,Terminated,Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Gemcitabine,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Azathioprine,Terminated,Phase 3
Cyclosporine,Terminated,Phase 2
Mycophenolate mofetil,Terminated,Phase 2
Mycophenolic acid,Terminated,Phase 2
Aldesleukin,Terminated,Phase 1
Gemcitabine,Withdrawn,Phase 3
Carboplatin,Withdrawn,Phase 3
Trastuzumab,Withdrawn,Phase 3
Tamoxifen,Withdrawn,Phase 3
Vinorelbine,Withdrawn,Phase 3
Gemcitabine,Withdrawn,Phase 3
Fondaparinux sodium,Withdrawn,Phase 2
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
